variety_name,crop,segment,plant_characteristics,fruit_characteristics,resistance_codes,cultivation_environment,description,variety_names.country,variety_names.commercial_name,variety_names.registration_status,image
,,,,,,,,Greece,PINK ROCK  F1,In Progress,
,,,,,,,,Lebanon,PINK ROCK,In Progress,
,,,,,,,,Latvia,PINK ROCK  F1,In Progress,
,,,,,,,,Montenegro,PINK ROCK  F1,In Progress,
,,,,,,,,Ukraine,PINK ROSE  F1,In Progress,
,,,,,,,,Kosovo,PINK ROCK  F1,In Progress,
,,,,,,,,Azerbaijan,CEYRAN F1,In Progress,
,,,,,,,,Canada,TOURMALINE F1,In Progress,
,,,,,,,,Canada,GLPEMBE F1,In Progress,
,,,,,,,,Lebanon,GULPEMBE F1,In Progress,
,,,,,,,,Mexico,TOURMALINE F1,In Progress,
,,,,,,,,Mexico,GLPEMBE F1,In Progress,
,,,,,,,,Russian Federation,IZAR F1,In Progress,
,,,,,,,,United States,TOURMALINE F1,In Progress,
,,,,,,,,United States,GLPEMBE F1,In Progress,
,,,,,,,,Uzbekistan,ASAL F1,In Progress,
,,,,,,,,Cyprus,GLPEMBE F1,In Progress,
,,,,,,,,Panama,TOURMALINE F1,In Progress,
,,,,,,,,Austria,PINK ROCK F1,Registered,
,,,,,,,,Belgium,PINK ROCK F1,Registered,
,,,,,,,,Spain,PINK ROCK  F1,In Progress,
,,,,,,,,Iraq,112-594 F1,In Progress,
,,,,,,,,Cyprus,PINK ROCK F1,Registered,
,,,,,,,,Czech Republic,PINK ROCK F1,Registered,
,,,,,,,,Denmark,PINK ROCK F1,Registered,
,,,,,,,,Estonia,PINK ROCK F1,Registered,
,,,,,,,,Finland,PINK ROCK F1,Registered,
,,,,,,,,France,PINK ROCK F1,Registered,
,,,,,,,,Germany,PINK ROCK F1,Registered,
,,,,,,,,Greece,PINK ROCK F1,Registered,
,,,,,,,,Hungary,PINK ROCK F1,Registered,
,,,,,,,,Ireland,PINK ROCK F1,Registered,
,,,,,,,,Italy,PINK ROCK F1,Registered,
,,,,,,,,Latvia,PINK ROCK F1,Registered,
,,,,,,,,Lithuania,PINK ROCK F1,Registered,
,,,,,,,,Luxembourg,PINK ROCK F1,Registered,
,,,,,,,,Malta,PINK ROCK F1,Registered,
,,,,,,,,Poland,PINK ROCK F1,Registered,
,,,,,,,,Portugal,PINK ROCK F1,Registered,
,,,,,,,,Slovakia,PINK ROCK F1,Registered,
,,,,,,,,Sierra Leone,PINK ROCK F1,Registered,
,,,,,,,,Spain,PINK ROCK F1,Registered,
,,,,,,,,Sweden,PINK ROCK F1,Registered,
122-14,Tomato,,"Indeterminate tomato, vigorous plant, short internodes, dark green leaves color. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV","Red color, round, very firm, 100-120 gr, very productive.",,Autumn and winter seasons in greenhouse.,"Plant: Indeterminate tomato, vigorous plant, short internodes, dark green leaves color. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV
Fruit: Red color, round, very firm, 100-120 gr, very productive.
Cultivation: Autumn and winter seasons in greenhouse.",,,,122-14.jpg
122-320,Tomato,,"Indeterminate Cocktail tomato, early. HR: ToMV,Va,Vd,Fol 0-1 / IR:Ma, Mi, Mj, TYLCV","Red colour, oval shape, Crinkly, 35-40 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Cocktail tomato, early. HR: ToMV,Va,Vd,Fol 0-1 / IR:Ma, Mi, Mj, TYLCV
Fruit: Red colour, oval shape, Crinkly, 35-40 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,,122-320.jpg
122-895,Tomato,,"Determinate tomato, very vigorous , early, leaves cover well against sunburn.","Red color, slightly flat, very firm, 260-300 gr, good taste and aroma.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, Ma, Mi, Mj, ToTV",Open field.,"Plant: Determinate tomato, very vigorous , early, leaves cover well against sunburn.
Fruit: Red color, slightly flat, very firm, 260-300 gr, good taste and aroma.
Cultivation: Open field.",Cyprus,CUMA F1,In Progress,122-895.jpg
,,,,,,,,United States,MEYS F1,In Progress,
,,,,,,,,Kazakhstan,MURGAP F1,Registered,
,,,,,,,,Azerbaijan,FAVORIT F1,In Progress,
,,,,,,,,Bangladesh,WASIM F1,In Progress,
132-107,Tomato,,"Indeterminate Tomato, mid-internodes, vigorous plant, early. HR: ToMV,Va,Vd,Fol 0-1, For /
IR: TYLCV, TSWV, Ma, Mi,
Mj","Red color, slightly flat, firm, 230-250 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Tomato, mid-internodes, vigorous plant, early. HR: ToMV,Va,Vd,Fol 0-1, For /
IR: TYLCV, TSWV, Ma, Mi,
Mj
Fruit: Red color, slightly flat, firm, 230-250 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,,132-107.jpg
132-111,Tomato,,"Indeterminate oval tomato, vigorous, early, short internodes, high production.","Red color, firm, 200-220 gr, long shelf life.","HR: ToMV, Va, Vd, Fol 0-1, For, Ff A-B / IR: TYLCV, TSWV, Ma,
Mi, Mj, Ss","Autumn, winter and spring seasons in greenhouse and open field.","Plant: Indeterminate oval tomato, vigorous, early, short internodes, high production.
Fruit: Red color, firm, 200-220 gr, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse and open field.",Netherlands,PERADUR F1,In Progress,132-111.jpg
,,,,,,,,United States,RIMROCK F1,In Progress,
,,,,,,,,Albania,MILLONETY F1,In Progress,
,,,,,,,,Latvia,MILLONETY F1,In Progress,
,,,,,,,,Mexico,MAMUT F1,In Progress,
,,,,,,,,Mexico,UFUK F1,In Progress,
,,,,,,,,Poland,MILLONETY F1,Registered,
,,,,,,,,Romania,PERADUR F1,In Progress,
,,,,,,,,Slovenia,MILLONETY F1,In Progress,
,,,,,,,,Kosovo,MILLONETY F1,In Progress,
,,,,,,,,Yemen,UFUK F1,In Progress,
,,,,,,,,Yemen,SAWSAN F1,In Progress,
,,,,,,,,Malta,MILLONETY F1,In Progress,
,,,,,,,,Cyprus,UFUK F1,In Progress,
,,,,,,,,Panama,MAMUT F1,In Progress,
,,,,,,,,Argentina,MURAT F1,Registered,
,,,,,,,,Argentina,EFESIOS F1,Registered,
,,,,,,,,Spain,MILLONETY F1,In Progress,
,,,,,,,,Brazil,EFESIOS F1,Registered,
,,,,,,,,Austria,MILLONETY F1,Registered,
,,,,,,,,Belgium,MILLONETY F1,Registered,
,,,,,,,,Bulgaria,MILLONETY F1,Registered,
,,,,,,,,Croatia,MILLONETY F1,Registered,
,,,,,,,,Cyprus,MILLONETY F1,Registered,
,,,,,,,,Czech Republic,MILLONETY F1,Registered,
,,,,,,,,Denmark,MILLONETY F1,Registered,
,,,,,,,,Estonia,MILLONETY F1,Registered,
,,,,,,,,Finland,MILLONETY F1,Registered,
,,,,,,,,France,MILLONETY F1,Registered,
,,,,,,,,Germany,MILLONETY F1,Registered,
,,,,,,,,Greece,MILLONETY F1,Registered,
,,,,,,,,Hungary,MILLONETY F1,Registered,
,,,,,,,,Ireland,MILLONETY F1,Registered,
,,,,,,,,Italy,MILLONETY F1,Registered,
,,,,,,,,Lithuania,MILLONETY F1,Registered,
,,,,,,,,Luxembourg,MILLONETY F1,Registered,
,,,,,,,,Netherlands,MILLONETY F1,Registered,
,,,,,,,,Poland,MILLONETY F1,Registered,
,,,,,,,,Portugal,MILLONETY F1,Registered,
,,,,,,,,Romania,MILLONETY F1,Registered,
,,,,,,,,Slovakia,MILLONETY F1,Registered,
,,,,,,,,Sierra Leone,MILLONETY F1,Registered,
,,,,,,,,Sweden,MILLONETY F1,Registered,
,,,,,,,,Vietnam,PLUM TT46 F1,In Progress,
,,,,,,,,Argentina,WAYNA F1,In Progress,
,,,,,,,,Russian Federation,KOLEOS F1,Registered,
,,,,,,,,Austria,CAPRICORN F1,Registered,
,,,,,,,,Belgium,CAPRICORN F1,Registered,
,,,,,,,,Bulgaria,CAPRICORN F1,Registered,
,,,,,,,,Croatia,CAPRICORN F1,Registered,
,,,,,,,,Cyprus,CAPRICORN F1,Registered,
,,,,,,,,Czech Republic,CAPRICORN F1,Registered,
,,,,,,,,Denmark,CAPRICORN F1,Registered,
,,,,,,,,Estonia,CAPRICORN F1,Registered,
,,,,,,,,Finland,CAPRICORN F1,Registered,
,,,,,,,,France,CAPRICORN F1,Registered,
,,,,,,,,Germany,CAPRICORN F1,Registered,
,,,,,,,,Greece,CAPRICORN F1,Registered,
,,,,,,,,Hungary,CAPRICORN F1,Registered,
,,,,,,,,Ireland,CAPRICORN F1,Registered,
,,,,,,,,Italy,CAPRICORN F1,Registered,
,,,,,,,,Lithuania,CAPRICORN F1,Registered,
,,,,,,,,Luxembourg,CAPRICORN F1,Registered,
,,,,,,,,Malta,CAPRICORN F1,Registered,
,,,,,,,,Netherlands,CAPRICORN F1,Registered,
,,,,,,,,Poland,CAPRICORN F1,Registered,
,,,,,,,,Portugal,CAPRICORN F1,Registered,
,,,,,,,,Romania,CAPRICORN F1,Registered,
,,,,,,,,Slovakia,CAPRICORN F1,Registered,
,,,,,,,,Sierra Leone,CAPRICORN F1,Registered,
,,,,,,,,Spain,CAPRICORN F1,Registered,
,,,,,,,,Sweden,CAPRICORN F1,Registered,
132-124,Tomato,,"Indeterminate Beef Tomato, mid-internodes, vigorous plant, mid-early. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV","Red color, flat and sliced, firm, 250-300 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Beef Tomato, mid-internodes, vigorous plant, mid-early. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV
Fruit: Red color, flat and sliced, firm, 250-300 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,,132-124.jpg
132-127,Tomato,,"Indeterminate Beef Tomato, vigorous plant, short internodes, mid-early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Red color, flat sliced fruit, firm, 330 - 350 gr.",,Spring season in greenhouse.,"Plant: Indeterminate Beef Tomato, vigorous plant, short internodes, mid-early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV
Fruit: Red color, flat sliced fruit, firm, 330 - 350 gr.
Cultivation: Spring season in greenhouse.",,,,132-127.jpg
132-146,Tomato,,"Indeterminate beef tomato, short internodes, vigorous, very high production","Red color, slightly flat, firm, 300-350 gr, long shelf life..","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi, Mj",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate beef tomato, short internodes, vigorous, very high production
Fruit: Red color, slightly flat, firm, 300-350 gr, long shelf life..
Cultivation: Autumn and spring seasons in greenhouse.",Spain,FARRUCO F1,In Progress,132-146.jpg
,,,,,,,,Réunion,FARRUCO F1,In Progress,
,,,,,,,,Mexico,TB215 F1,In Progress,
,,,,,,,,Panama,TB215 F1,In Progress,
,,,,,,,,Austria,FARRUCO F1,Registered,
,,,,,,,,Belgium,FARRUCO F1,Registered,
,,,,,,,,Bulgaria,FARRUCO F1,Registered,
,,,,,,,,Croatia,FARRUCO F1,Registered,
,,,,,,,,Cyprus,FARRUCO F1,Registered,
,,,,,,,,Czech Republic,FARRUCO F1,Registered,
,,,,,,,,Denmark,FARRUCO F1,Registered,
,,,,,,,,Estonia,FARRUCO F1,Registered,
,,,,,,,,Finland,FARRUCO F1,Registered,
,,,,,,,,France,FARRUCO F1,Registered,
,,,,,,,,Germany,FARRUCO F1,Registered,
,,,,,,,,Greece,FARRUCO F1,Registered,
,,,,,,,,Hungary,FARRUCO F1,Registered,
,,,,,,,,Ireland,FARRUCO F1,Registered,
,,,,,,,,Italy,FARRUCO F1,Registered,
,,,,,,,,Latvia,FARRUCO F1,Registered,
,,,,,,,,Lithuania,FARRUCO F1,Registered,
,,,,,,,,Luxembourg,FARRUCO F1,Registered,
,,,,,,,,Malta,FARRUCO F1,Registered,
,,,,,,,,Netherlands,FARRUCO F1,Registered,
,,,,,,,,Poland,FARRUCO F1,Registered,
,,,,,,,,Portugal,FARRUCO F1,Registered,
,,,,,,,,Romania,FARRUCO F1,Registered,
,,,,,,,,Slovakia,FARRUCO F1,Registered,
,,,,,,,,Sierra Leone,FARRUCO F1,Registered,
,,,,,,,,Spain,FARRUCO F1,Registered,
,,,,,,,,Sweden,FARRUCO F1,Registered,
132-158,Tomato,,"Indeterminate Tomato, very productive, mid-early. HR: ToMV. Va,Ve, Fol 0-1 / IR: TYLCV, TSWV, N","Red color, flat fruit, sliced, firm, 270-290 g.",,Spring and autumn seasons in greenhouse.,"Plant: Indeterminate Tomato, very productive, mid-early. HR: ToMV. Va,Ve, Fol 0-1 / IR: TYLCV, TSWV, N
Fruit: Red color, flat fruit, sliced, firm, 270-290 g.
Cultivation: Spring and autumn seasons in greenhouse.",,,,132-158.jpg
132-178,Tomato,,"Indeterminate red round loose tomato, short internodes, early.","Red color, globe shape, 250-300 gr.","HR: ToMV, Vd, Va, For, Fol
0-1-2, IR: TYCLV, TSWV, Ma,
Mi ,Mj",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate red round loose tomato, short internodes, early.
Fruit: Red color, globe shape, 250-300 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Spain,132-178 F1,In Progress,132-178.jpg
,,,,,,,,Mexico,SOLID F1,In Progress,
,,,,,,,,United Arab Emirates,132-178 F1,In Progress,
132-179,Tomato,,"Indeterminate Tomato, short internodes, early. HR: ToMV, Vd, Va, Fol 0-1-2, For / IR: TYLCV,TSWV, Ma,
Mi, Mj","Red color, flat fruit, firm, productive, 230-250 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Tomato, short internodes, early. HR: ToMV, Vd, Va, Fol 0-1-2, For / IR: TYLCV,TSWV, Ma,
Mi, Mj
Fruit: Red color, flat fruit, firm, productive, 230-250 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,,132-179.jpg
132-198,Tomato,,"Indeterminate tomato, early. HR: ToMV, Vd, Va, Fol
0-1-2 / IR:TSWV, TYLCV,
Ma, Mi, Mj","Red fruit color, slightly flat, firm, 290-310 g.",,Suitable for autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, early. HR: ToMV, Vd, Va, Fol
0-1-2 / IR:TSWV, TYLCV,
Ma, Mi, Mj
Fruit: Red fruit color, slightly flat, firm, 290-310 g.
Cultivation: Suitable for autumn and spring seasons in greenhouse.",,,,132-198.jpg
132-203,Tomato,,"Indeterminate cluster tomato, short internodes, vigorous plant, high production.","6-7 fruits per cluster, red color, slightly flat, very firm, 140 gr, high quality.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV.",Hydroponic culture.,"Plant: Indeterminate cluster tomato, short internodes, vigorous plant, high production.
Fruit: 6-7 fruits per cluster, red color, slightly flat, very firm, 140 gr, high quality.
Cultivation: Hydroponic culture.",Azerbaijan,BANU F1,In Progress,132-203.jpg
,,,,,,,,Azerbaijan,ARIF F1,In Progress,
,,,,,,,,Cyprus,EZG?  F1,In Progress,
132-216,Tomato,,"Indeterminate cluster tomato, very early, HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Round, very firm, red color, 6-8 fruits, 100 - 120 g,",,"Autumn,spring and winter seasons in greenhouse.","Plant: Indeterminate cluster tomato, very early, HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV
Fruit: Round, very firm, red color, 6-8 fruits, 100 - 120 g,
Cultivation: Autumn,spring and winter seasons in greenhouse.",,,,132-216.jpg
132-227,Tomato,,"Indeterminate Cocktail Tomato, vigorous plant. HR: ToMV, Va,Vd, Fol 0-1 / IR: TYLCV","Deep red color, round, very firm, long shelf life, 60-80 gr.","IR: CYSDV, CMV, CVYV, Px,
Pcu",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Cocktail Tomato, vigorous plant. HR: ToMV, Va,Vd, Fol 0-1 / IR: TYLCV
Fruit: Deep red color, round, very firm, long shelf life, 60-80 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Albania,CIVAN F1,In Progress,132-227.jpg
,,,,,,,,Azerbaijan,CESUR F1,In Progress,
,,,,,,,,Bulgaria,GOLIA F1,In Progress,
,,,,,,,,Serbia,GOLIA F1,In Progress,
,,,,,,,,Latvia,GOLIA F1,In Progress,
,,,,,,,,Mexico,ENDURO F1,In Progress,
,,,,,,,,Mexico,C?VAN F1,In Progress,
,,,,,,,,Kosovo,BALKAN F1,In Progress,
,,,,,,,,Albania,BALKAN F1,In Progress,
,,,,,,,,Cyprus,C?VAN F1,In Progress,
,,,,,,,,Malta,GOLIA F1,In Progress,
,,,,,,,,Kosovo,GOLIA F1,In Progress,
,,,,,,,,United States,ENDURO F1,In Progress,
,,,,,,,,Kosovo,CIVAN F1,In Progress,
,,,,,,,,Austria,GOLIA F1,Registered,
,,,,,,,,Belgium,GOLIA F1,Registered,
,,,,,,,,Chile,ENDURO F1,In Progress,
132-238,Tomato,,"Indeterminate Oval Tomato, early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Red color, firm, 90-100 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Oval Tomato, early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV
Fruit: Red color, firm, 90-100 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Hungary,GOLIA F12,Registered,132-238.jpg
132-248,Tomato,,"Indeterminate Oval Tomato, vigorous plant, very early, mid-internodes. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV","Red color, canilles type, firm, 100-110 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Oval Tomato, vigorous plant, very early, mid-internodes. HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV
Fruit: Red color, canilles type, firm, 100-110 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Romania,GOLIA F22,Registered,132-248.jpg
132-283,Tomato,,"Indeterminate brown tomato, vigorous, short internodes, high production.","Slightly flat, brown color, slightly sliced, firm, high quality, 200-250 gr.","HR: ToMV, Va, Vd, Fol 0-1-2, Ff A-E / IR: TYLCV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate brown tomato, vigorous, short internodes, high production.
Fruit: Slightly flat, brown color, slightly sliced, firm, high quality, 200-250 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Austria,BIG SACHER F1,In Progress,132-283.jpg
,,,,,,,,Belgium,BIG SACHER F1,In Progress,
,,,,,,,,Bulgaria,BIG SACHER F1,In Progress,
,,,,,,,,Croatia,BIG SACHER F1,In Progress,
,,,,,,,,Cyprus,BIG SACHER F1,In Progress,
,,,,,,,,Czech Republic,BIG SACHER F1,In Progress,
,,,,,,,,Denmark,BIG SACHER F1,In Progress,
,,,,,,,,Estonia,BIG SACHER F1,In Progress,
,,,,,,,,Finland,BIG SACHER F1,In Progress,
,,,,,,,,France,BIG SACHER F1,In Progress,
,,,,,,,,Germany,BIG SACHER F1,In Progress,
,,,,,,,,Greece,BIG SACHER F1,In Progress,
,,,,,,,,Hungary,BIG SACHER F1,In Progress,
,,,,,,,,Ireland,BIG SACHER F1,In Progress,
,,,,,,,,Italy,BIG SACHER F1,In Progress,
,,,,,,,,Latvia,BIG SACHER F1,In Progress,
,,,,,,,,Lithuania,BIG SACHER F1,In Progress,
,,,,,,,,Luxembourg,BIG SACHER F1,In Progress,
,,,,,,,,Malta,BIG SACHER F1,In Progress,
,,,,,,,,Poland,BIG SACHER F1,In Progress,
,,,,,,,,Portugal,BIG SACHER F1,In Progress,
,,,,,,,,Slovakia,BIG SACHER F1,In Progress,
,,,,,,,,Sierra Leone,BIG SACHER F1,In Progress,
,,,,,,,,Spain,BIG SACHER F1,In Progress,
,,,,,,,,Sweden,BIG SACHER F1,In Progress,
,,,,,,,,Romania,BIG SACHER F1,In Progress,
,,,,,,,,Poland,BIG SACHER F1,In Progress,
,,,,,,,,Netherlands,BIG SACHER F1,In Progress,
,,,,,,,,Spain,BIG SACHER F1,In Progress,
,,,,,,,,Belarus,BIG SACHER F1,In Progress,
,,,,,,,,Ukraine,BIG SACHER F1,In Progress,
,,,,,,,,Japan,BIG SACHER F1,In Progress,
,,,,,,,,Croatia,BIG SACHER F1,In Progress,
,,,,,,,,Bulgaria,BIG SACHER F1,In Progress,
,,,,,,,,Canada,ROBUSTO F1,In Progress,
,,,,,,,,Mexico,ROBUSTO F1,In Progress,
,,,,,,,,Russian Federation,BIG SACHER F1,In Progress,
132-289,Tomato,,"Indeterminate tomato, vigorous, short internodes, very early, high production.","Flat and sliced, red flesh color, firm and high quality, 300 gr, suitable to green harvest, long shelf life.","HR: ToMV, Va, Vd, Fol 0, Ff A-E / IR: TYLCV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate tomato, vigorous, short internodes, very early, high production.
Fruit: Flat and sliced, red flesh color, firm and high quality, 300 gr, suitable to green harvest, long shelf life.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Albania,YUKSELKOY F1,In Progress,132-289.jpg
,,,,,,,,Azerbaijan,MERCAN F1,In Progress,
,,,,,,,,Latvia,BOCAMEGRA F1,In Progress,
,,,,,,,,Mexico,WARANA F1,In Progress,
,,,,,,,,Mexico,YKSELKY F1,In Progress,
,,,,,,,,Poland,BOCAMEGRA F1,In Progress,
,,,,,,,,Romania,BOCAMEGRA F1,In Progress,
,,,,,,,,Kosovo,YUKSELKOY F1,In Progress,
,,,,,,,,Panama,WARANA F1,In Progress,
,,,,,,,,Cyprus,YKSELKY F1,In Progress,
,,,,,,,,United States,WARANA F1,In Progress,
,,,,,,,,Austria,BOCAMEGRA F1,Registered,
,,,,,,,,Belgium,BOCAMEGRA F1,Registered,
,,,,,,,,Bulgaria,BOCAMEGRA F1,Registered,
,,,,,,,,Croatia,BOCAMEGRA F1,Registered,
,,,,,,,,Cyprus,BOCAMEGRA F1,Registered,
,,,,,,,,Czech Republic,BOCAMEGRA F1,Registered,
,,,,,,,,Denmark,BOCAMEGRA F1,Registered,
,,,,,,,,Estonia,BOCAMEGRA F1,Registered,
,,,,,,,,Finland,BOCAMEGRA F1,Registered,
,,,,,,,,France,BOCAMEGRA F1,Registered,
,,,,,,,,Germany,BOCAMEGRA F1,Registered,
,,,,,,,,Greece,BOCAMEGRA F1,Registered,
,,,,,,,,Hungary,BOCAMEGRA F1,Registered,
,,,,,,,,Ireland,BOCAMEGRA F1,Registered,
,,,,,,,,Italy,BOCAMEGRA F1,Registered,
,,,,,,,,Lithuania,BOCAMEGRA F1,Registered,
,,,,,,,,Luxembourg,BOCAMEGRA F1,Registered,
,,,,,,,,Malta,BOCAMEGRA F1,Registered,
,,,,,,,,Netherlands,BOCAMEGRA F1,Registered,
,,,,,,,,Poland,BOCAMEGRA F1,Registered,
,,,,,,,,Portugal,BOCAMEGRA F1,Registered,
,,,,,,,,Slovakia,BOCAMEGRA F1,Registered,
,,,,,,,,Sierra Leone,BOCAMEGRA F1,Registered,
,,,,,,,,Sweden,BOCAMEGRA F1,Registered,
,,,,,,,,Spain,BOCAMEGRA F1,In Progress,
,,,,,,,,Japan,BOCAMEGRA F1,In Progress,
,,,,,,,,Russian Federation,RED KOY F1,In Progress,
132-290,Tomato,,"Indeterminate Heirlom Tomato, early, productive, short internodes. HR: ToMV, Vd, Va, Fol 0-1/IR: TYLCV","Green to red color, flat , sliced, firm, 280-300 gr.",,Spring and autumn seasons in greenhouse.,"Plant: Indeterminate Heirlom Tomato, early, productive, short internodes. HR: ToMV, Vd, Va, Fol 0-1/IR: TYLCV
Fruit: Green to red color, flat , sliced, firm, 280-300 gr.
Cultivation: Spring and autumn seasons in greenhouse.",,,,132-290.jpg
132-299,Tomato,,"Vigorous plant, big size leaves, short internodes, very early, tolerant to hot weather conditions.","Flat, sliced, 300 gr, red flesh color, firm, suitable to green harvest, good taste and aroma, long shelf life.","HR: ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV",Autumn and spring seasons in greenhouse and open field.,"Plant: Vigorous plant, big size leaves, short internodes, very early, tolerant to hot weather conditions.
Fruit: Flat, sliced, 300 gr, red flesh color, firm, suitable to green harvest, good taste and aroma, long shelf life.
Cultivation: Autumn and spring seasons in greenhouse and open field.",Netherlands,132-299 F1,In Progress,132-299.jpg
,,,,,,,,Belarus,RED KOY F1,In Progress,
,,,,,,,,Ukraine,RED COIN  F1,In Progress,
,,,,,,,,Mexico,DOMO F1,In Progress,
,,,,,,,,Mexico,ALATURKA F1,In Progress,
,,,,,,,,Cyprus,ALATURKA F1,In Progress,
,,,,,,,,Panama,DOMO F1,In Progress,
,,,,,,,,China,RHETT F1,In Progress,
132-303,Tomato,,"Indeterminate Oval Cocktail Tomato, vigorous plant, very early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Glossy red color, firm, very productive, 45-60 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate Oval Cocktail Tomato, vigorous plant, very early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV
Fruit: Glossy red color, firm, very productive, 45-60 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,,132-303.jpg
132-328,Tomato,,"Indeterminate cocktail tomato, vigorous, high production.","Deep red color, round, firm, 55-60 gr, high quality.","HR: ToMV, Va, Vd, Fol 0-1 / IR:TYLCV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate cocktail tomato, vigorous, high production.
Fruit: Deep red color, round, firm, 55-60 gr, high quality.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Australia,MARBLE F1,In Progress,132-328.jpg
,,,,,,,,Canada,AZRA F1,In Progress,
,,,,,,,,Canada,M?SKET F1,In Progress,
,,,,,,,,Spain,FALCONETY F1,In Progress,
,,,,,,,,Spain,M?SKET F1,In Progress,
,,,,,,,,South Korea,MISKET F1,In Progress,
,,,,,,,,Mexico,AZRA F1,In Progress,
,,,,,,,,Mexico,M?SKET F1,In Progress,
,,,,,,,,United States,AZRA F1,In Progress,
,,,,,,,,United States,M?SKET F1,In Progress,
,,,,,,,,Panama,AZRA F1,In Progress,
,,,,,,,,Serbia,FALCONETY F1,In Progress,
,,,,,,,,Latvia,FALCONETY F1,In Progress,
,,,,,,,,Cyprus,M?SKET F1,In Progress,
132-344,Tomato,,"Indeterminate tomato, very vigorous plant, dark green leaves, mid-early.","5-6 fruits per cluster, slightly flat, dark red color, firm , 200 gr, high quality.","HR: ToMV, Vd, Va, Fol 0-1-2 / IR: TSWV, TYLCV, Ma, Mi, Mj",Autumnn and winter seasons in greenhouse.,"Plant: Indeterminate tomato, very vigorous plant, dark green leaves, mid-early.
Fruit: 5-6 fruits per cluster, slightly flat, dark red color, firm , 200 gr, high quality.
Cultivation: Autumnn and winter seasons in greenhouse.",Cyprus,ASLAN  F1,In Progress,132-344.jpg
