CROPS,CODE,PLANT,FRUIT,RESISTANCE,CULTIVATION
Tomato,152-563,"Indeterminate cluster tomato, vigorous plant, very good cluster shape, short internodes. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, TSWV","Slightly flat, very firm, very productive 100 - 120 g,",,Autumn and spring seasons in greenhouse.
Tomato,152-566,"Indeterminate cluster tomato, vigorous plant. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV","Slightly flat, very firm, very productive 130 - 150 g,",,Autumn and spring seasons in greenhouse.
Tomato,152-652,"Indeterminate Round Cherry tomato, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Round, red color, firm, 15-20 g.",,"Autumn, winter and spring seasons in greenhouse."
Tomato,152-653,"Indeterminate cocktail tomato, vigorous plant, short internodes, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Round, dark red color, firm, 40 gr, long shelf life.",,Autumn and spring seasons in greenhouse.
Tomato,152-659,"Indeterminate round cocktail tomato, vigorous plant, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Round, red color, firm, 14-16 fruit per cluster, 20-30 g.",,"Autumn, winter and spring seasons in greenhouse."
Tomato,152-666,"Indeterminate cocktail tomato, very vigorous plant, very early.","8-12 fruits per cluster, oval, perfect red color, 45 gr, good taste and aroma, long shelf life.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, ToBRFV","Autumn, winter and spring seasons in greenhouse."

Tomato,152-668,"Indeterminate Oval Cocktail tomato, open plant,
mid-early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Oval, red color,firm, 20-25 g.",,"Autumn, winter and spring seasons in greenhouse."
Tomato,152-674,"Indeterminate oval cocktail tomato, vigorous plant. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV","Oval, red color,firm, 25-35 g.",,Autumn and spring seasons in greenhouse.
Tomato,152-675,"Indeterminate Round Cocktail tomato, vigorous plant, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Round, red color, firm, 20-30 g, productive.",,"Autumn, winter and spring seasons in greenhouse."
Tomato,152-688,"Indeterminate Oval Cocktail tomato, vigorous plant, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Strawberry shape, red color, firm, 30-35 g.",,"Autumn, winter and spring seasons in greenhouse."
Tomato,152-689,"Indeterminate cherry tomato, very early, high production.","Red color, round, very firm, 10-15 gr, high quality, long shelf life..","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV",Autumn and spring seasons in greenhouse.
Tomato,152-690,"Indeterminate Round Cherry tomato, vigorous plant, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Round, red color, firm, 5-10 g.",,"Autumn, winter and spring seasons in greenhouse."
Tomato,152-707,"Indeterminate Cherry Tomato, short internodes, very early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Dark red color, oval shape, firm,10-15 gr.",,Autumn and spring seasons in greenhouse.
Tomato,152-724,"Indeterminate Pink Cherry Tomato, short internodes, very early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Pink color, pear shape, firm, 10-15 gr.",,Autumn and spring seasons in greenhouse.
Tomato,152-728,"Indeterminate pink oval cherry tomato, vigorous plant, dark green leaves, short internodes. HR: ToMV, Vd, Va, Fol 0-1","Oval, pink color, 25-30 gr, productive.",,Autumn and spring seasons in greenhouse.
Tomato,152-820,"Indeterminate loose red heirloom tomato, very vigorous plant , short internodes, tolerant to cold conditions.","Flat, sliced, red color, firm, 280 gr, perfect taste and aroma.","HR: ToMV, Vd, Va, Fol 0, For, Ff A-E",Winter season in greenhouse.
Tomato,161-505,"Indeterminate Round Cocktail tomato, vigorous plant, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Red color, firm, early, productive.",,"Autumn, winter and spring seasons in greenhouse."
Tomato,161-566,"Indeterminate tomato, vigorous plant, short internodes, big size leaves, productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV, Ma, Mi, Mj","Flat, red color, firm, 200-220 gr.",,Autumn and spring seasons in greenhouse.
Tomato,161-586,"Indeterminate tomato, vigorous plant, big size leaves, mid-early. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV, Ma, Mi,
Mj","Red color, slightly flat, 220-240 g, firm.",,Autumn and spring seasons in greenhouse.

Tomato,161-611,"Indeterminate tomato, very vigorous plant, big size leaves, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TSWV","Red color, slightly flat, very firm, 240-260 g, very productive.",,Autumn and spring seasons in greenhouse.
Tomato,161-612,"Indeterminate tomato, vigorous plant, short internodes, early. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV.","Slightly flat, red color, firm, 240-260 gr.",,Autumn and spring seasons in greenhouse.
Tomato,161-625,"Indeterminate tomato, vigorous plant, mid-early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi,
Mj","Red color, slightly flat, firm, 220-240 g.",,Autumn and spring seasons in greenhouse.
Tomato,162-184,"Indeterminate tomato, vigorous plant, early, productive. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV","Dark red color, slightly flat, 210-230 g, firm.",,Autumn and spring seasons in greenhouse.
Tomato,162-195,"Indeterminate tomato, vigorous plant, short internodes. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV","Slightly flat fuit, slightly ribbed, firm, 230-250 g, productive.",,Autumn and spring seasons in greenhouse.
Tomato,162-197,"Indeterminate tomato, vigorous plant, short internodes. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV,TSWV, Ma, Mi, Mj","Slightly flat fuit, firm, 200-220 g, productive.",,Autumn and spring seasons in greenhouse.
Tomato,162-200,"Indeterminate tomato, strong plant, very short internodes, mid-early. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TSWV","Red color, slightly flat, firm, 250-270 gr, very productive.",,Autumn and spring seasons in greenhouse and open field.
Tomato,162-211,"Indeterminate beef tomato, strong plant, very short internodes. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV","Red color, slightly flat, firm, 310 - 330 gr.",,Autumn and spring seasons in greenhouse and open field.
Tomato,162-212,"Indeterminate tomato, strong plant, dark green leaves color, short internodes.","Red color, slightly flat, firm, 240-260 gr, very productive.","HR: ToMV, Va, Vd, Fol 0-1-2, For, Ff A-E / IR: TYLCV, TSWV,
Ma, Mi, Mj",Autumn and spring seasons in greenhouse and open field.
Tomato,162-217,"Indeterminate tomato, very vigorous plant, mid-early. HR: ToMV, Va, Vd, Fol 0-1, For / Iyr: TYLCV, TSWV,
Ma, Mi, Mj","Slightly flat, red color, firm, 240-260 g.",,Autumn and spring seasons in greenhouse.
Tomato,162-218,"Indeterminate tomato, strong plant, dark green leaves color, short internodes. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TSWV,
Ma, Mi, Mj","Red color, slightly flat, firm, 280 - 300 gr.",,Autumn and spring seasons in greenhouse.
Tomato,162-260,"Indeterminate tomato, very vigorous, early.","Dark red color, slightly flat, firm, 230-250g, 5-6 fruits per cluster.","HR: ToMV, Vd, Va, Fol 0-1, For,Cf-5 / IR: TYLCV, TSWV,
Ma, Mi, Mj",Autumn and winter seasons in greenhouse.
Tomato,162-261,"Indeterminate tomato, very vigorous plant, mid-early.","Red color, slightly flat, firm, 5-6 fruit per cluster.","HR: ToMV, Vd, Va, Fol 0-1, For,Cf9 / IR: TYLCV, TSWV",Autumn and winter seasons in greenhouse.
Tomato,162-263,"Indeterminate tomato, vigorous plant, short internodes, early, very productive.","Dark red color, slightly flat, 200-220 g, firm, 5-6 fruits per cluster.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, TSWV, Ma, Mi, Mj",Autumn and spring seasons in greenhouse.

Tomato,162-265,"Indeterminate tomato, mid-vigorous plant, early, high production.","5-6 fruits per cluster, dark red color, slightly flat, very firm, 250 gr, high quality.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, TSWV, Ma, Mi, Mj,
Ss",Autumn and spring seasons in greenhouse.
Tomato,162-267,"Indeterminate tomato, strong plant, short internodes, mid-early. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV","Red color, slightly flat, slightly sliced, firm, 230-250 gr.",,Autumn and spring seasons in greenhouse.
Tomato,162-271,"Indeterminate round loose tomato, vigorous plant, short internodes, compact, early.","Dark red color, open-star calyx, slightly flat, 210-230 gr, firm, very productive.","HR: ToMV, Va, Vd, Fol 0-1, For, Ff A-E / IR: TYLCV",Autumn and spring seasons in greenhouse and open field.
Tomato,162-296,"Indeterminate tomato, very vigorous plant, short internodes, early.","Slightly flat, slightly ribbed, dark red color, very firm, 220-240 g,  very productive.","HR: ToMV, Vd, Va, Fol 0-1, For, Ff A-E / IR: TYLCV, TSWV, Ma,
Mi, Mj",Autumn and winter seasons in greenhouse.
Tomato,162-312,"Indeterminate pink tomato, very vigorous plant, early, short internodes.","Slightly flat, intensive pink color, firm, 210-230 gr.","HR: ToMV, Vd, Va, Fol 0-1, For, Ff A-E / IR: TYLCV, Ma,
Mi, Mj, Ss","Autumn, winter and spring seasons in greenhouse."
Tomato,162-313,"Indeterminate pink tomato, very vigorous plant,
mid-early. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV","Slightly flat, intensive pink color, firm, 200-220 g.",,Autumn and winter seasons in greenhouse.
Tomato,162-319,"Indeterminate round pink loose tomato, very vigorous plant, short internodes, early.","Slightly flat, pink color, firm, 200-220 g.","HR: ToMV, Va, Vd, Fol 0-1, For, Ff A-B / IR: TYLCV, Ma, Mi, Mj, ToTV, Ss","Autumn, winter and spring seasons in greenhouse."
Tomato,162-322,"Indeterminate pink tomato,mid.strong and open plant, HR: ToMV, Va,Vd, FOL 0-1,FOR, Cf9 / IR:TYLCV","Globe shape, 200-220 gr,",,Autumn and Spring season in greenhouse
Tomato,162-323,"Indeterminate pink tomato,strong plant, big size- dark green leaves, HR: ToMV, Va,Vd, FOL 0,1, Cf9 / IR:TYLCV","Globe shape,200-220 gr, pink colour",,"Autumn, Winter and Spring season in greenhouse"
Tomato,162-328,"Indeterminate pink tomato, very vigorous, very good cold tolerance,  early, high production.","5-6 fruits per cluster, round, pink color, firm, 250 gr.","HR: ToMV, Vd, Va, Fol 0-1, For, Ff A-E / IR: TYLCV, Ss","Autumn, winter and spring seasons in greenhouse."
Tomato,162-332,"Indeterminate pink tomato, vigorous, dark green leaves, short internodes, very early.","Slightly flat, pink color, very firm, high tolerance agianst cracking, 250 gr, high quality.","HR: ToMV, Va, Vd, Fol 0-1, For, Ff A-B / IR: TYLCV, Ma, Mi, Mj, Ss, ToTV",Autumn and spring seasons in greenhouse and tunnels.
Tomato,162-334,"Indeterminate pink tomato, very vigorous, very early, short internodes.","4-5 fruits per cluster, bright and deep pink color,  globe and slightly ribbed, firm, 300 gr, long shelf life..","HR: ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV, ToTV, Ss","Autumn, winter and spring seasons in greenhouse."
Tomato,162-491,"Indeterminate oval cherry tomato, short internodes, vigorous plant, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Short- oval, dark red color, firm, 20-25 g, very productive.",,"Autumn, winter and spring seasons in greenhouse."
Tomato,162-492,"Indeterminate oval cherry tomato, short internodes, early. HR: ToMV, Vd, Va, Fol 0-1-2 / IR: TYLCV, TSWV","Oval shape, red color, firm, 20-25 g, very productive.",,"Autumn, winter and spring seasons in greenhouse."

Tomato,162-493,"Indeterminate round cherry tomato, mid-strong plant, short internodes. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Dark red color, round, very firm, 20-25 gr, very productive.",,"Autumn, winter and spring seasons in greenhouse."
Tomato,162-513,"Indeterminate cocoktail tomato, strong plant, early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Red color, round, 45-50 gr, suitable for cluster harvest, firm, 12-14 fruit per cluster.",,Autumn and spring seasons in greenhouse.
Tomato,162-635,"Indeterminate yellow heirloom tomato, vigorous plant, early. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV","Green-yellow color, flat, sliced and ribbed fruit, very firm,
240-260 g.",,Autumn and spring seasons in greenhouse.
Tomato,162-670,"Indeterminate tomato, very vigorous plant, short internodes, big size leaves, early. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV","Red color, 6-8 fruits per cluster, uniform,220-240 g, long shelf life.",,Autumn and spring seasons in greenhouse and open field.
Tomato,172-224,"Indeterminate tomato, very vigorous plant, big size leaves, early. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV","Red color, slightly flat, very firm, 240-260 g, very productive.",,Autumn and spring seasons in greenhouse.
Tomato,172-226,"Indeterminate tomato, vigorous plant, early, productive. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV","Red color, slightly flat, 200-220 g, very firm.",,Autumn and spring seasons in greenhouse.
Tomato,172-240,"Indeterminate tomato, vigorous plant, short internodes, early, open plant, productive.","Red color, slightly flat, slightly sliced, 220-240 g, firm.","HR: ToMV, Vd, Va, Fol 0-1, For, Ff A-B / IR: TYLCV, TSWV, Ma,
Mi, Mj",Autumn and spring seasons in greenhouse.
Tomato,172-292,"Indeterminate tomato, very vigorous plant, early, productive. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV, Ma, Mi, Mj","Red color, slightly flat, slightly sliced, 200-220 g, firm.",,Autumn and spring seasons in greenhouse.
Tomato,172-297,"Indeterminate tomato, vigorous plant, early, productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi, Mj","Red color, flat, 220-240 g, firm.",,Autumn and spring seasons in greenhouse.
Tomato,172-300,"Indeterminate beef tomato,very vigorous plant, dark green leaves, early.","Red color, slightly flat, 300-350 g, firm.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.
Tomato,172-323,"Indeterminate tomato, vigorous plant, early, productive.","Red color, globe, smooth, 220-240 g, very firm.","HR: ToMV, Vd, Va, Fol 0-1, For, Ff A-E / IR: TYLCV, TSWV, Ss",Autumn and spring seasons in greenhouse.
Tomato,172-328,"Indeterminate tomato, vigorous plant, very productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV","Slightly flat, red color, firm, 240-260 gr.",,Autumn and spring seasons in greenhouse.
Tomato,172-332,"Indeterminate tomato, open plant, short internodes, early, good setting under hot conditions. productive. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV","Red color, slightly flat, 200-220 g, firm.",,"Early autumn, autumn and spring seasons in greenhouse."

Tomato,172-350,"Indeterminate ytomato, vigorous plant, short internodes, very productive, very early.  HR: ToMV, Va, Vd, Fol 0-1, For  / IR: TYLCV, TSWV","Red color, slightly flat, very firm, 230-250 g.",,Autumn and spring seasons in greenhouse.
Tomato,172-363,"Indeterminate tomato, vigorous plant, early. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV, Ma, Mi,
Mj","Flat fruit, red color, 260-280 gr.",,Autumn and spring seasons in greenhouse.
Tomato,172-377,"Indeterminate round loose tomato, very vigorous plant, early.","Slightly flat, dark red color, very firm, 260-280 gr, very productive.","HR: ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV, TSWV, Ma,
Mi, Mj, Ss",Autumn and spring seasons in greenhouse.
Tomato,172-391,"Indeterminate pink tomato, vigorous plant, mid-early. HR: ToMV, Va, Vd, Fol
0-1-2 / IR: TYLCV, TSWV,
Ma, Mi, Mj","Slightly flat, red color, firm, 240-260 gr.",,Autumn and spring seasons in greenhouse.
Tomato,172-395,"Indeterminate tomato, very vigorous plant, early, productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV","Slightly flat, red color, firm, 260-280 gr.",,Autumn and spring seasons in greenhouse.
Tomato,172-396,"Indeterminate tomato, mid-vigorous plant,
productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV","Slightly flat, red color, very firm, 240-260 gr.",,Autumn and spring seasons in greenhouse.
Tomato,172-445,"Indeterminate tomato, very vigorous plant, dark green leaves, mid-early, very productive.","Globe, red color, firm, 230-250 gr.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV, TSWV, Ma, Mi, Mj",Autumn and spring seasons in greenhouse.
Tomato,172-446,"Indeterminate pink tomato, vigorous plant, mid-early, productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV, Ma, Mi, Mj","Slightly flat, red color, firm, 300-320 gr.",,Autumn and spring seasons in greenhouse.
Tomato,172-460,"Indeterminate pink tomato, vigorous plant, mid-early, productive. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi, Mj","Slightly flat, red color, firm, 280-300 gr.",,Autumn and spring seasons in greenhouse.
Tomato,172-469,"Indeterminate tomato, vigorous plant, dark green leaves, early, productive.","Red color, slightly flat, 220-240 g, firm.","HR: ToMV, Vd, Va, Fol 0-1, For, Ff A-E / IR: TYLCV, Ss",Autumn and spring seasons in greenhouse.
Tomato,172-470,"ndeterminate loose beef tomato, vigorous plant, dark green leaves, good leaf coverage, early.","Red color, slightly flat and ribbed, firm, 300-310 gr.","HR:ToMV, Va, Vd, Fol 0-1, For, Ff A-E / IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.
Tomato,172-484,"Indeterminateround loose tomato, short internodes, vigorous plant, early, dark green leaves, good leaf coverage.","Round, red color, firm,
220-240 gr, very productive.","HR: ToMV, Va, Vd, Fol 0-1, For, Ff A-E / IR: TYLCV, TSWV, Ss",Spring and autumn seasons in greenhouse.
Tomato,172-495,"Indeterminate tomato, vigorous plant, early.","Globe, dark red color, firm, 280-300 gr, very productive.","HR: ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV, Ma, Mi, Mj",Spring and autumn seasons in greenhouse.
Tomato,172-496,"Indeterminate tomato, vigorous plant, early.","Slightly flat, red color, firm, 260-280 gr.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi, Mj",Autumn and Spring seasons in greenhouse.

Tomato,172-526,"Indeterminate pink  tomato, very vigorous plant, productive.","Slightly flat, very firm, pink color, pure skin, 260-280 gr.","HR: ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV",Autumn and spring seasons in greenhouse.
Tomato,172-531,"Indeterminate pink tomato, early, vigorous plant. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Pink color, slightly flat, smooth, 260-280 g, firm.",,Autumn and spring seasons in greenhouse.
Tomato,172-543,"Indeterminate pink tomato, early, vigorous plant, productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Pink color, globe, smooth, 240-260 g, firm.",,Autumn and spring seasons in greenhouse.
Tomato,172-550,"Indeterminate pink tomato, early, very vigorous plant, very productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Pink color, slightly flat, 240-260 g, firm.",,Autumn and spring seasons in greenhouse.
Tomato,172-561,"Indeterminate pink tomato, early, very vigorous plant, dark green leaves. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Pink color, globe, 240-260 g, firm.",,Autumn and spring seasons in greenhouse.
Tomato,172-567,"Indeterminate pink tomato, very early, short internodes, dark green leaves.","4-5 fruit per cluster, pink color, slightly sliced, firm, 270 gr, high quality fruits with atractive fruit shape.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TSWV, ToTV",Autumn and spring seasons in greenhouse.
